t,x,y,z,yaw_vslam,yaw_vslam_int,yaw_imu,imu_age,yaw_fused,gz,yaw_gyro,imu_gated,marker
1787037497.799,0.0000,0.0000,0.0000,-88.307,-88.562,21.752,0.063,-88.385,39.869,262.523,1,
1787037497.832,0.0000,0.0000,0.0000,-86.988,-87.243,21.794,0.031,-87.066,39.950,265.131,1,
1787037497.865,0.0000,0.0000,0.0000,-85.671,-85.926,21.794,0.064,-85.749,39.950,265.131,1,
1787037497.898,0.0000,0.0000,0.0000,-84.353,-84.607,21.884,0.030,-84.431,40.058,267.796,1,
1787037497.931,0.0000,0.0000,0.0000,-83.035,-83.289,21.884,0.063,-83.113,40.058,267.796,1,
1787037497.964,0.0000,0.0000,0.0000,-81.714,-81.968,22.002,0.029,-81.791,40.136,270.478,1,
1787037497.997,0.0000,0.0000,0.0000,-80.391,-80.646,22.002,0.062,-80.469,40.136,270.478,1,
1787037498.030,0.0000,0.0000,0.0000,-79.068,-79.322,22.118,0.029,-79.146,40.144,273.156,1,
1787037498.063,0.0000,0.0000,0.0000,-77.743,-77.997,22.118,0.062,-77.821,40.144,273.156,1,
1787037498.096,0.0000,0.0000,0.0000,-76.417,-76.671,22.208,0.028,-76.495,40.078,275.832,1,
1787037498.129,0.0000,0.0000,0.0000,-75.092,-75.346,22.208,0.061,-75.169,40.078,275.832,1,
1787037498.162,0.0000,0.0000,0.0000,-73.765,-74.020,22.249,0.027,-73.843,39.972,278.510,1,
1787037498.195,0.0000,0.0000,0.0000,-72.439,-72.694,22.249,0.060,-72.517,39.972,278.510,1,
1787037498.228,0.0000,0.0000,0.0000,-71.110,-71.364,22.231,0.025,-71.187,39.879,281.218,1,
1787037498.261,0.0000,0.0000,0.0000,-69.784,-70.038,22.231,0.058,-69.862,39.879,281.218,1,
1787037498.295,0.0000,0.0000,0.0000,-68.458,-68.713,22.161,0.026,-68.536,39.851,283.840,1,
1787037498.327,0.0000,0.0000,0.0000,-67.134,-67.389,22.161,0.059,-67.212,39.851,283.840,1,
1787037498.360,0.0000,0.0000,0.0000,-65.811,-66.066,22.052,0.025,-65.889,39.898,286.500,1,
1787037498.393,0.0000,0.0000,0.0000,-64.491,-64.745,22.052,0.058,-64.569,39.898,286.500,1,
1787037498.426,0.0000,0.0000,0.0000,-63.172,-63.426,21.931,0.023,-63.250,39.998,289.185,1,
1787037498.459,0.0000,0.0000,0.0000,-61.854,-62.108,21.931,0.056,-61.932,39.998,289.185,1,
1787037498.492,0.0000,0.0000,0.0000,-60.535,-60.790,21.827,0.023,-60.613,40.099,291.841,1,
1787037498.525,0.0000,0.0000,0.0000,-59.218,-59.472,21.827,0.056,-59.296,40.099,291.841,1,
1787037498.558,0.0000,0.0000,0.0000,-57.899,-58.153,21.763,0.022,-57.976,40.149,294.520,1,
1787037498.591,0.0000,0.0000,0.0000,-56.580,-56.834,21.763,0.055,-56.658,40.149,294.520,1,
1787037498.624,0.0000,0.0000,0.0000,-55.262,-55.516,21.754,0.021,-55.339,40.122,297.205,1,
1787037498.657,0.0000,0.0000,0.0000,-53.945,-54.199,21.754,0.054,-54.023,40.122,297.205,1,
1787037498.690,0.0000,0.0000,0.0000,-52.628,-52.883,21.802,0.020,-52.706,40.032,299.891,1,
1787037498.723,0.0000,0.0000,0.0000,-51.313,-51.567,21.802,0.053,-51.391,40.032,299.891,1,
1787037498.756,0.0000,0.0000,0.0000,-49.996,-50.251,21.897,0.020,-50.074,39.926,302.552,1,
1787037498.789,0.0000,0.0000,0.0000,-48.681,-48.935,21.897,0.053,-48.758,39.926,302.552,1,
1787037498.822,0.0000,0.0000,0.0000,-47.365,-47.620,22.015,0.019,-47.443,39.858,305.210,1,
1787037498.855,0.0000,0.0000,0.0000,-46.049,-46.304,22.015,0.052,-46.127,39.858,305.210,1,
1787037498.888,0.0000,0.0000,0.0000,-44.732,-44.986,22.130,0.019,-44.810,39.863,307.870,1,
1787037498.921,0.0000,0.0000,0.0000,-43.415,-43.669,22.130,0.052,-43.492,39.863,307.870,1,
1787037498.954,0.0000,0.0000,0.0000,-42.086,-42.341,22.215,0.018,-42.164,39.939,310.535,1,
1787037498.987,0.0000,0.0000,0.0000,-40.770,-41.024,22.215,0.051,-40.847,39.939,310.535,1,
1787037499.020,0.0000,0.0000,0.0000,-39.452,-39.707,22.250,0.017,-39.530,40.047,313.220,1,
1787037499.053,0.0000,0.0000,0.0000,-38.136,-38.390,22.250,0.050,-38.213,40.047,313.220,1,
1787037499.086,0.0000,0.0000,0.0000,-36.820,-37.074,22.226,0.016,-36.898,40.130,315.900,1,
1787037499.119,0.0000,0.0000,0.0000,-35.503,-35.757,22.226,0.049,-35.581,40.130,315.900,1,
1787037499.152,0.0000,0.0000,0.0000,-34.184,-34.439,22.150,0.016,-34.262,40.147,318.563,1,
1787037499.185,0.0000,0.0000,0.0000,-32.864,-33.119,22.150,0.049,-32.942,40.147,318.563,1,
1787037499.218,0.0000,0.0000,0.0000,-31.543,-31.797,22.039,0.015,-31.620,40.087,321.248,1,
1787037499.251,0.0000,0.0000,0.0000,-30.221,-30.475,22.039,0.048,-30.299,40.087,321.248,1,
1787037499.284,0.0000,0.0000,0.0000,-28.898,-29.152,21.919,0.014,-28.976,39.983,323.919,1,
1787037499.317,0.0000,0.0000,0.0000,-27.575,-27.829,21.919,0.047,-27.653,39.983,323.919,1,
1787037499.350,0.0000,0.0000,0.0000,-26.251,-26.505,21.818,0.013,-26.328,39.888,326.579,1,
1787037499.383,0.0000,0.0000,0.0000,-24.924,-25.179,21.818,0.046,-25.002,39.888,326.579,1,
1787037499.416,0.0000,0.0000,0.0000,-23.600,-23.854,21.759,0.012,-23.677,39.850,329.252,1,
1787037499.449,0.0000,0.0000,0.0000,-22.274,-22.529,21.759,0.045,-22.352,39.850,329.252,1,
1787037499.482,0.0000,0.0000,0.0000,-20.951,-21.206,21.756,0.012,-21.029,39.890,331.907,1,
1787037499.515,0.0000,0.0000,0.0000,-19.624,-19.879,21.756,0.045,-19.702,39.890,331.907,1,
1787037499.548,0.0000,0.0000,0.0000,-18.298,-18.552,21.810,0.011,-18.376,39.986,334.573,1,
1787037499.581,0.0000,0.0000,0.0000,-16.973,-17.227,21.810,0.044,-17.051,39.986,334.573,1,
1787037499.614,0.0000,0.0000,0.0000,-15.649,-15.904,21.909,0.010,-15.727,40.090,337.246,1,
1787037499.647,0.0000,0.0000,0.0000,-14.325,-14.579,21.909,0.043,-14.403,40.090,337.246,1,
1787037499.680,0.0000,0.0000,0.0000,-13.002,-13.257,22.028,0.010,-13.080,40.147,339.925,1,
1787037499.713,0.0000,0.0000,0.0000,-11.681,-11.936,22.028,0.042,-11.759,40.147,339.925,1,
1787037499.746,0.0000,0.0000,0.0000,-10.362,-10.617,22.141,0.009,-10.440,40.129,342.607,1,
1787037499.779,0.0000,0.0000,0.0000,-9.048,-9.303,22.141,0.041,-9.126,40.129,342.607,1,
1787037499.812,0.0000,0.0000,0.0000,-7.733,-7.988,22.222,0.008,-7.811,40.044,345.289,1,
1787037499.845,0.0000,0.0000,0.0000,-6.417,-6.671,22.222,0.040,-6.495,40.044,345.289,1,
1787037499.878,0.0000,0.0000,0.0000,-5.101,-5.356,22.250,0.007,-5.179,39.936,347.957,1,
1787037499.911,0.0000,0.0000,0.0000,-3.786,-4.041,22.250,0.040,-3.864,39.936,347.957,1,
1787037499.944,0.0000,0.0000,0.0000,-2.467,-2.721,22.220,0.006,-2.545,39.862,350.612,1,
1787037499.977,0.0000,0.0000,0.0000,-1.146,-1.401,22.220,0.039,-1.224,39.862,350.612,1,
1787037500.010,0.0000,0.0000,0.0000,0.168,-0.086,22.139,0.006,0.090,39.858,353.273,1,
1787037500.043,0.0000,0.0000,0.0000,1.484,1.230,22.139,0.039,1.406,39.858,353.273,1,
1787037500.076,0.0000,0.0000,0.0000,2.797,2.542,22.026,0.005,2.719,39.928,355.938,1,
1787037500.109,0.0000,0.0000,0.0000,4.111,3.856,22.026,0.038,4.033,39.928,355.938,1,
1787037500.142,0.0000,0.0000,0.0000,5.426,5.171,21.906,0.004,5.348,40.035,358.609,1,
1787037500.175,0.0000,0.0000,0.0000,6.743,6.489,21.906,0.037,6.665,40.035,358.609,1,
1787037500.208,0.0000,0.0000,0.0000,8.060,7.805,21.809,0.003,7.982,40.124,361.285,1,
1787037500.241,0.0000,0.0000,0.0000,9.376,9.122,21.809,0.036,9.298,40.124,361.285,1,
1787037500.274,0.0000,0.0000,0.0000,10.693,10.439,21.756,0.002,10.616,40.149,363.965,1,
1787037500.307,0.0000,0.0000,0.0000,12.018,11.763,21.756,0.036,11.940,40.149,363.965,1,
1787037500.340,0.0000,0.0000,0.0000,13.337,13.082,21.760,0.001,13.259,40.097,366.654,1,
1787037500.373,0.0000,0.0000,0.0000,14.655,14.401,21.760,0.035,14.577,40.097,366.654,1,
1787037500.406,0.0000,0.0000,0.0000,15.974,15.720,21.819,0.001,15.896,39.995,369.324,1,
1787037500.439,0.0000,0.0000,0.0000,17.294,17.040,21.819,0.034,17.217,39.995,369.324,1,
1787037500.472,0.0000,0.0000,0.0000,18.613,18.359,21.819,0.067,18.535,39.995,369.324,1,
1787037500.505,0.0000,0.0000,0.0000,19.933,19.678,21.921,0.032,19.855,39.896,372.026,1,
1787037500.537,0.0000,0.0000,0.0000,21.254,21.000,21.921,0.065,21.176,39.896,372.026,1,
1787037500.570,0.0000,0.0000,0.0000,22.574,22.320,22.043,0.031,22.496,39.850,374.694,1,
1787037500.604,0.0000,0.0000,0.0000,23.896,23.642,22.043,0.064,23.819,39.850,374.694,1,
1787037500.637,0.0000,0.0000,0.0000,25.226,24.971,22.154,0.030,25.148,39.883,377.369,1,
1787037500.670,0.0000,0.0000,0.0000,26.551,26.296,22.154,0.063,26.473,39.883,377.369,1,
1787037500.703,0.0000,0.0000,0.0000,27.876,27.622,22.228,0.030,27.798,39.975,380.008,1,
1787037500.736,0.0000,0.0000,0.0000,29.203,28.948,22.228,0.063,29.125,39.975,380.008,1,
1787037500.769,0.0000,0.0000,0.0000,30.527,30.273,22.250,0.029,30.449,40.081,382.667,1,
1787037500.802,0.0000,0.0000,0.0000,31.852,31.597,22.250,0.063,31.774,40.081,382.667,1,
1787037500.835,0.0000,0.0000,0.0000,33.178,32.923,22.213,0.029,33.100,40.145,385.342,1,
1787037500.868,0.0000,0.0000,0.0000,34.503,34.248,22.213,0.062,34.425,40.145,385.342,1,
1787037500.901,0.0000,0.0000,0.0000,35.826,35.571,22.127,0.028,35.748,40.134,388.035,1,
1787037500.934,0.0000,0.0000,0.0000,37.148,36.893,22.127,0.061,37.070,40.134,388.035,1,
1787037500.967,0.0000,0.0000,0.0000,38.473,38.218,22.012,0.027,38.395,40.054,390.708,1,
1787037501.000,0.0000,0.0000,0.0000,39.796,39.541,22.012,0.060,39.718,40.054,390.708,1,
1787037501.033,0.0000,0.0000,0.0000,41.114,40.860,21.893,0.027,41.036,39.947,393.372,1,
1787037501.066,0.0000,0.0000,0.0000,42.431,42.177,21.893,0.060,42.354,39.947,393.372,1,
1787037501.099,0.0000,0.0000,0.0000,43.753,43.499,21.800,0.026,43.676,39.866,396.038,1,
1787037501.132,0.0000,0.0000,0.0000,45.068,44.814,21.800,0.059,44.990,39.866,396.038,1,
1787037501.165,0.0000,0.0000,0.0000,46.383,46.128,21.753,0.025,46.305,39.855,398.699,1,
1787037501.198,0.0000,0.0000,0.0000,47.698,47.443,21.753,0.058,47.620,39.855,398.699,1,
1787037501.231,0.0000,0.0000,0.0000,49.014,48.759,21.764,0.024,48.936,39.918,401.363,1,
1787037501.264,0.0000,0.0000,0.0000,50.330,50.075,21.764,0.057,50.252,39.918,401.363,1,
1787037501.297,0.0000,0.0000,0.0000,51.645,51.390,21.829,0.023,51.567,40.024,404.028,1,
1787037501.330,0.0000,0.0000,0.0000,52.959,52.705,21.829,0.057,52.882,40.024,404.028,1,
1787037501.363,0.0000,0.0000,0.0000,54.276,54.022,21.935,0.023,54.198,40.117,406.706,1,
1787037501.396,0.0000,0.0000,0.0000,55.591,55.337,21.935,0.056,55.513,40.117,406.706,1,
1787037501.429,0.0000,0.0000,0.0000,56.907,56.652,22.056,0.022,56.829,40.150,409.399,1,
1787037501.462,0.0000,0.0000,0.0000,58.225,57.971,22.056,0.055,58.147,40.150,409.399,1,
1787037501.495,0.0000,0.0000,0.0000,59.542,59.287,22.163,0.021,59.464,40.105,412.077,1,
1787037501.528,0.0000,0.0000,0.0000,60.859,60.605,22.163,0.054,60.781,40.105,412.077,1,
1787037501.561,0.0000,0.0000,0.0000,62.178,61.924,22.233,0.021,62.101,40.007,414.739,1,
1787037501.594,0.0000,0.0000,0.0000,63.498,63.244,22.233,0.054,63.420,40.007,414.739,1,
1787037501.627,0.0000,0.0000,0.0000,64.823,64.568,22.248,0.020,64.745,39.905,417.406,1,
1787037501.660,0.0000,0.0000,0.0000,66.146,65.892,22.248,0.053,66.068,39.905,417.406,1,
1787037501.693,0.0000,0.0000,0.0000,67.470,67.216,22.206,0.019,67.392,39.852,420.078,1,
1787037501.726,0.0000,0.0000,0.0000,68.792,68.538,22.206,0.052,68.714,39.852,420.078,1,
1787037501.759,0.0000,0.0000,0.0000,70.117,69.862,22.115,0.018,70.039,39.875,422.738,1,
1787037501.792,0.0000,0.0000,0.0000,71.438,71.184,22.115,0.051,71.360,39.875,422.738,1,
1787037501.825,0.0000,0.0000,0.0000,72.759,72.504,21.998,0.017,72.681,39.963,425.402,1,
1787037501.858,0.0000,0.0000,0.0000,74.080,73.825,21.998,0.050,74.002,39.963,425.402,1,
1787037501.891,0.0000,0.0000,0.0000,75.402,75.147,21.881,0.016,75.324,40.070,428.076,1,
1787037501.924,0.0000,0.0000,0.0000,76.724,76.469,21.881,0.049,76.646,40.070,428.076,1,
1787037501.957,0.0000,0.0000,0.0000,78.046,77.791,21.792,0.016,77.968,40.141,430.757,1,
1787037501.990,0.0000,0.0000,0.0000,79.371,79.116,21.792,0.049,79.293,40.141,430.757,1,
1787037502.023,0.0000,0.0000,0.0000,80.695,80.440,21.751,0.015,80.617,40.139,433.437,1,
1787037502.056,0.0000,0.0000,0.0000,82.019,81.765,21.751,0.048,81.941,40.139,433.437,1,
1787037502.089,0.0000,0.0000,0.0000,83.344,83.089,21.768,0.014,83.266,40.065,436.108,1,
1787037502.122,0.0000,0.0000,0.0000,84.667,84.413,21.768,0.047,84.589,40.065,436.108,1,
1787037502.155,0.0000,0.0000,0.0000,85.989,85.735,21.839,0.013,85.912,39.958,438.782,1,
1787037502.188,0.0000,0.0000,0.0000,87.312,87.057,21.839,0.046,87.234,39.958,438.782,1,
1787037502.221,0.0000,0.0000,0.0000,88.633,88.379,21.948,0.013,88.555,39.872,441.443,1,
1787037502.254,0.0000,0.0000,0.0000,89.954,89.699,21.948,0.046,89.876,39.872,441.443,1,
1787037502.287,0.0000,0.0000,0.0000,91.274,91.020,22.069,0.012,91.196,39.852,444.110,1,
1787037502.320,0.0000,0.0000,0.0000,92.594,92.339,22.069,0.045,92.516,39.852,444.110,1,
1787037502.353,0.0000,0.0000,0.0000,93.910,93.656,22.173,0.011,93.833,39.909,446.773,1,
1787037502.386,0.0000,0.0000,0.0000,95.227,94.973,22.173,0.044,95.149,39.909,446.773,1,
1787037502.419,0.0000,0.0000,0.0000,96.544,96.289,22.237,0.010,96.466,40.012,449.438,1,
1787037502.452,0.0000,0.0000,0.0000,97.858,97.603,22.237,0.043,97.780,40.012,449.438,1,
1787037502.485,0.0000,0.0000,0.0000,99.171,98.916,22.246,0.009,99.093,40.109,452.128,1,
1787037502.517,0.0000,0.0000,0.0000,100.483,100.228,22.246,0.042,100.405,40.109,452.128,1,
1787037502.551,0.0000,0.0000,0.0000,101.795,101.540,22.198,0.008,101.717,40.150,454.797,1,
1787037502.583,0.0000,0.0000,0.0000,103.109,102.854,22.198,0.041,103.031,40.150,454.797,1,
1787037502.616,0.0000,0.0000,0.0000,104.420,104.166,22.103,0.007,104.342,40.113,457.483,1,
1787037502.649,0.0000,0.0000,0.0000,105.733,105.478,22.103,0.040,105.655,40.113,457.483,1,
1787037502.682,0.0000,0.0000,0.0000,107.047,106.793,21.985,0.007,106.969,40.019,460.146,1,
1787037502.715,0.0000,0.0000,0.0000,108.364,108.109,21.985,0.040,108.286,40.019,460.146,1,
1787037502.748,0.0000,0.0000,0.0000,109.680,109.426,21.870,0.006,109.602,39.914,462.818,1,
1787037502.781,0.0000,0.0000,0.0000,110.997,110.742,21.870,0.039,110.919,39.914,462.818,1,
1787037502.814,0.0000,0.0000,0.0000,112.314,112.060,21.785,0.005,112.236,39.854,465.478,1,
1787037502.847,0.0000,0.0000,0.0000,113.634,113.380,21.785,0.038,113.556,39.854,465.478,1,
1787037502.880,0.0000,0.0000,0.0000,114.954,114.699,21.750,0.004,114.876,39.869,468.143,1,
1787037502.913,0.0000,0.0000,0.0000,116.273,116.019,21.750,0.037,116.195,39.869,468.143,1,
1787037502.946,0.0000,0.0000,0.0000,117.594,117.340,21.774,0.003,117.517,39.952,470.812,1,
1787037502.979,0.0000,0.0000,0.0000,118.917,118.663,21.774,0.037,118.839,39.952,470.812,1,
1787037503.013,0.0000,0.0000,0.0000,120.240,119.986,21.850,0.003,120.162,40.059,473.495,1,
1787037503.045,0.0000,0.0000,0.0000,121.564,121.310,21.850,0.036,121.487,40.059,473.495,1,
1787037503.078,0.0000,0.0000,0.0000,122.889,122.635,21.961,0.002,122.811,40.137,476.171,1,
1787037503.111,0.0000,0.0000,0.0000,124.214,123.959,21.961,0.035,124.136,40.137,476.171,1,
1787037503.144,0.0000,0.0000,0.0000,125.538,125.283,22.082,0.001,125.460,40.143,478.851,1,
1787037503.177,0.0000,0.0000,0.0000,126.862,126.607,22.082,0.034,126.784,40.143,478.851,1,
1787037503.210,0.0000,0.0000,0.0000,128.182,127.928,22.082,0.067,128.104,40.143,478.851,1,
1787037503.243,0.0000,0.0000,0.0000,129.505,129.250,22.182,0.031,129.427,40.076,481.608,1,
1787037503.276,0.0000,0.0000,0.0000,130.826,130.571,22.182,0.064,130.748,40.076,481.608,1,
1787037503.309,0.0000,0.0000,0.0000,132.148,131.893,22.241,0.032,132.070,39.970,484.207,1,
1787037503.342,0.0000,0.0000,0.0000,133.470,133.216,22.241,0.065,133.393,39.970,484.207,1,
1787037503.375,0.0000,0.0000,0.0000,134.794,134.539,22.243,0.030,134.716,39.878,486.909,1,
1787037503.408,0.0000,0.0000,0.0000,136.117,135.862,22.243,0.063,136.039,39.878,486.909,1,
1787037503.441,0.0000,0.0000,0.0000,137.439,137.184,22.189,0.030,137.361,39.851,489.535,1,
1787037503.474,0.0000,0.0000,0.0000,138.760,138.505,22.189,0.063,138.682,39.851,489.535,1,
1787037503.507,0.0000,0.0000,0.0000,140.080,139.826,22.091,0.030,140.002,39.899,492.172,1,
1787037503.540,0.0000,0.0000,0.0000,141.400,141.146,22.091,0.063,141.322,39.899,492.172,1,
1787037503.573,0.0000,0.0000,0.0000,142.719,142.464,21.972,0.029,142.641,40.000,494.838,1,
1787037503.606,0.0000,0.0000,0.0000,144.037,143.783,21.972,0.063,143.959,40.000,494.838,1,
1787037503.639,0.0000,0.0000,0.0000,145.355,145.100,21.858,0.028,145.277,40.101,497.528,1,
1787037503.672,0.0000,0.0000,0.0000,146.671,146.416,21.858,0.061,146.593,40.101,497.528,1,
1787037503.705,0.0000,0.0000,0.0000,147.988,147.733,21.778,0.028,147.910,40.149,500.209,1,
1787037503.738,0.0000,0.0000,0.0000,149.305,149.051,21.778,0.061,149.227,40.149,500.209,1,
1787037503.771,0.0000,0.0000,0.0000,150.621,150.366,21.750,0.027,150.543,40.121,502.875,1,
1787037503.804,0.0000,0.0000,0.0000,151.935,151.681,21.750,0.060,151.857,40.121,502.875,1,
1787037503.837,0.0000,0.0000,0.0000,153.251,152.996,21.780,0.026,153.173,40.030,505.552,1,
1787037503.870,0.0000,0.0000,0.0000,154.564,154.309,21.780,0.059,154.486,40.030,505.552,1,
1787037503.903,0.0000,0.0000,0.0000,155.875,155.620,21.861,0.025,155.797,39.924,508.221,1,
1787037503.936,0.0000,0.0000,0.0000,157.187,156.933,21.861,0.058,157.109,39.924,508.221,1,
1787037503.969,0.0000,0.0000,0.0000,158.499,158.245,21.974,0.025,158.421,39.857,510.877,1,
1787037504.002,0.0000,0.0000,0.0000,159.814,159.559,21.974,0.058,159.736,39.857,510.877,1,
1787037504.035,0.0000,0.0000,0.0000,161.129,160.874,22.093,0.024,161.051,39.863,513.544,1,
1787037504.068,0.0000,0.0000,0.0000,162.447,162.193,22.093,0.057,162.369,39.863,513.544,1,
1787037504.101,0.0000,0.0000,0.0000,163.766,163.511,22.191,0.023,163.688,39.940,516.211,1,
1787037504.134,0.0000,0.0000,0.0000,165.085,164.831,22.191,0.056,165.008,39.940,516.211,1,
1787037504.167,0.0000,0.0000,0.0000,166.406,166.151,22.244,0.022,166.328,40.048,518.876,1,
1787037504.200,0.0000,0.0000,0.0000,167.728,167.473,22.244,0.055,167.650,40.048,518.876,1,
1787037504.233,0.0000,0.0000,0.0000,169.049,168.794,22.241,0.021,168.971,40.131,521.559,1,
1787037504.266,0.0000,0.0000,0.0000,170.371,170.117,22.241,0.054,170.294,40.131,521.559,1,
1787037504.299,0.0000,0.0000,0.0000,171.694,171.440,22.181,0.020,171.617,40.146,524.245,1,
1787037504.332,0.0000,0.0000,0.0000,173.018,172.763,22.181,0.053,172.940,40.146,524.245,1,
1787037504.365,0.0000,0.0000,0.0000,174.342,174.088,22.079,0.020,174.264,40.086,526.913,1,
1787037504.398,0.0000,0.0000,0.0000,175.668,175.414,22.079,0.053,175.590,40.086,526.913,1,
1787037504.431,0.0000,0.0000,0.0000,176.994,176.740,21.959,0.019,176.916,39.982,529.586,1,
1787037504.464,0.0000,0.0000,0.0000,178.321,178.067,21.959,0.052,178.243,39.982,529.586,1,
1787037504.497,0.0000,0.0000,0.0000,179.647,179.393,21.848,0.018,179.569,39.887,532.256,1,
1787037504.530,0.0000,0.0000,0.0000,-179.026,-179.281,21.848,0.052,-179.104,39.887,532.256,1,
1787037504.563,0.0000,0.0000,0.0000,-177.702,-177.956,21.773,0.018,-177.779,39.850,534.915,1,
1787037504.596,0.0000,0.0000,0.0000,-176.379,-176.634,21.773,0.051,-176.457,39.850,534.915,1,
1787037504.629,0.0000,0.0000,0.0000,-175.059,-175.314,21.750,0.017,-175.137,39.891,537.581,1,
1787037504.661,0.0000,0.0000,0.0000,-173.739,-173.994,21.750,0.050,-173.817,39.891,537.581,1,
1787037504.694,0.0000,0.0000,0.0000,-172.421,-172.676,21.786,0.016,-172.499,39.988,540.245,1,
1787037504.727,0.0000,0.0000,0.0000,-171.102,-171.356,21.786,0.049,-171.180,39.988,540.245,1,
1787037504.760,0.0000,0.0000,0.0000,-169.780,-170.035,21.872,0.015,-169.858,40.091,542.929,1,
1787037504.793,0.0000,0.0000,0.0000,-168.462,-168.717,21.872,0.048,-168.540,40.091,542.929,1,
1787037504.826,0.0000,0.0000,0.0000,-167.144,-167.398,21.988,0.014,-167.221,40.148,545.617,1,
1787037504.859,0.0000,0.0000,0.0000,-165.824,-166.078,21.988,0.047,-165.901,40.148,545.617,1,
1787037504.892,0.0000,0.0000,0.0000,-164.505,-164.760,22.106,0.013,-164.583,40.128,548.289,1,
1787037504.926,0.0000,0.0000,0.0000,-163.188,-163.442,22.106,0.046,-163.266,40.128,548.289,1,
1787037504.959,0.0000,0.0000,0.0000,-161.871,-162.126,22.200,0.013,-161.949,40.042,550.953,1,
1787037504.992,0.0000,0.0000,0.0000,-160.554,-160.808,22.200,0.046,-160.632,40.042,550.953,1,
1787037505.025,0.0000,0.0000,0.0000,-159.238,-159.493,22.247,0.012,-159.316,39.935,553.622,1,
1787037505.058,0.0000,0.0000,0.0000,-157.923,-158.177,22.247,0.045,-158.000,39.935,553.622,1,
1787037505.091,0.0000,0.0000,0.0000,-156.608,-156.862,22.237,0.011,-156.685,39.861,556.289,1,
1787037505.124,0.0000,0.0000,0.0000,-155.292,-155.547,22.237,0.044,-155.370,39.861,556.289,1,
1787037505.157,0.0000,0.0000,0.0000,-153.978,-154.232,22.171,0.010,-154.055,39.859,558.952,1,
1787037505.190,0.0000,0.0000,0.0000,-152.662,-152.917,22.171,0.043,-152.740,39.859,558.952,1,
1787037505.223,0.0000,0.0000,0.0000,-151.347,-151.602,22.066,0.010,-151.425,39.930,561.620,1,
1787037505.256,0.0000,0.0000,0.0000,-150.026,-150.280,22.066,0.043,-150.104,39.930,561.620,1,
1787037505.289,0.0000,0.0000,0.0000,-148.708,-148.963,21.945,0.009,-148.786,40.037,564.287,1,
1787037505.322,0.0000,0.0000,0.0000,-147.391,-147.645,21.945,0.042,-147.469,40.037,564.287,1,
1787037505.355,0.0000,0.0000,0.0000,-146.074,-146.328,21.837,0.008,-146.152,40.125,566.966,1,
1787037505.387,0.0000,0.0000,0.0000,-144.754,-145.009,21.837,0.041,-144.832,40.125,566.966,1,
1787037505.420,0.0000,0.0000,0.0000,-143.438,-143.692,21.767,0.007,-143.515,40.148,569.651,1,
1787037505.453,0.0000,0.0000,0.0000,-142.119,-142.373,21.767,0.040,-142.197,40.148,569.651,1,
1787037505.486,0.0000,0.0000,0.0000,-140.799,-141.054,21.752,0.006,-140.877,40.096,572.323,1,
1787037505.519,0.0000,0.0000,0.0000,-139.478,-139.733,21.752,0.039,-139.556,40.096,572.323,1,
1787037505.552,0.0000,0.0000,0.0000,-138.155,-138.409,21.794,0.006,-138.233,39.994,574.995,1,
1787037505.585,0.0000,0.0000,0.0000,-136.831,-137.085,21.794,0.039,-136.909,39.994,574.995,1,
1787037505.618,0.0000,0.0000,0.0000,-135.507,-135.762,21.884,0.005,-135.585,39.895,577.665,1,
1787037505.651,0.0000,0.0000,0.0000,-134.181,-134.436,21.884,0.038,-134.259,39.895,577.665,1,
1787037505.684,0.0000,0.0000,0.0000,-132.858,-133.112,22.001,0.004,-132.936,39.850,580.324,1,
1787037505.717,0.0000,0.0000,0.0000,-131.534,-131.789,22.001,0.037,-131.612,39.850,580.324,1,
1787037505.750,0.0000,0.0000,0.0000,-130.208,-130.463,22.118,0.003,-130.286,39.883,582.989,1,
1787037505.783,0.0000,0.0000,0.0000,-128.882,-129.137,22.118,0.036,-128.960,39.883,582.989,1,
1787037505.816,0.0000,0.0000,0.0000,-127.557,-127.812,22.207,0.002,-127.635,39.976,585.656,1,
1787037505.849,0.0000,0.0000,0.0000,-126.234,-126.488,22.207,0.036,-126.312,39.976,585.656,1,
1787037505.882,0.0000,0.0000,0.0000,-124.910,-125.164,22.249,0.002,-124.988,40.081,588.326,1,
1787037505.915,0.0000,0.0000,0.0000,-123.585,-123.840,22.249,0.035,-123.663,40.081,588.326,1,
1787037505.948,0.0000,0.0000,0.0000,-122.263,-122.517,22.249,0.068,-122.341,40.081,588.326,1,
1787037505.981,0.0000,0.0000,0.0000,-120.942,-121.196,22.232,0.033,-121.020,40.145,591.052,1,
1787037506.014,0.0000,0.0000,0.0000,-119.621,-119.875,22.232,0.066,-119.699,40.145,591.052,1,
1787037506.047,0.0000,0.0000,0.0000,-118.302,-118.556,22.161,0.032,-118.380,40.134,593.746,1,
1787037506.080,0.0000,0.0000,0.0000,-116.984,-117.239,22.161,0.065,-117.062,40.134,593.746,1,
1787037506.113,0.0000,0.0000,0.0000,-115.669,-115.923,22.052,0.032,-115.746,40.053,596.382,1,
1787037506.146,0.0000,0.0000,0.0000,-114.355,-114.609,22.052,0.065,-114.433,40.053,596.382,1,
1787037506.179,0.0000,0.0000,0.0000,-113.041,-113.296,21.931,0.030,-113.119,39.944,599.071,1,
1787037506.212,0.0000,0.0000,0.0000,-111.729,-111.984,21.931,0.063,-111.807,39.944,599.071,1,
